7.382871203467098020e+00 6.380684727754994956e-01
-7.382871203467039400e+00 6.380684727756664731e-01
7.268882999723767391e+00 1.108792692202207775e+00
-7.268882999723825122e+00 1.108792692202188457e+00
-7.146355303446851437e+00 1.449082350149162091e+00
7.146355303446824792e+00 1.449082350149186516e+00
-6.087768837187574000e+00 3.893309545350321699e+00
6.087768837187558901e+00 3.893309545350419842e+00
1.544472151724208750e-02 7.155578325804271778e+00
-1.544472151716758460e-02 7.155578325811566387e+00
