0.000000000000000000e+00 3.000000000000000000e+01
1.001001001001000992e-02 2.978564920757900225e+01
2.002002002002001985e-02 2.957186961146191706e+01
3.003003003003002977e-02 2.935866364265106654e+01
4.004004004004003969e-02 2.914603373214876925e+01
5.005005005005004615e-02 2.893398231095734374e+01
6.006006006006005954e-02 2.872251181007910859e+01
7.007007007007007293e-02 2.851162466051637878e+01
8.008008008008007939e-02 2.830132329327148000e+01
9.009009009009008584e-02 2.809161013934673079e+01
1.001001001001000923e-01 2.788248762974444261e+01
1.101101101101101126e-01 2.767395819546693758e+01
1.201201201201201191e-01 2.746602426751654136e+01
1.301301301301301394e-01 2.725868827689556539e+01
1.401401401401401459e-01 2.705195265460632470e+01
1.501501501501501523e-01 2.684581983165114849e+01
1.601601601601601588e-01 2.664029223903234822e+01
1.701701701701701652e-01 2.643537230775224600e+01
1.801801801801801717e-01 2.623106246881315684e+01
1.901901901901901781e-01 2.602736515321740285e+01
2.002002002002001846e-01 2.582428279196730614e+01
2.102102102102102188e-01 2.562181781606518172e+01
2.202202202202202252e-01 2.541997265651334459e+01
2.302302302302302317e-01 2.521874974431411687e+01
2.402402402402402382e-01 2.501815151046982066e+01
2.502502502502502724e-01 2.481818038598277099e+01
2.602602602602602788e-01 2.461883880185528994e+01
2.702702702702702853e-01 2.442012918908969255e+01
2.802802802802802917e-01 2.422205397868829024e+01
2.902902902902902982e-01 2.402461560165341936e+01
3.003003003003003046e-01 2.382781648898738780e+01
3.103103103103103111e-01 2.363165907169252122e+01
3.203203203203203175e-01 2.343614578077112043e+01
3.303303303303303240e-01 2.324127904722552884e+01
3.403403403403403304e-01 2.304706130205804371e+01
3.503503503503503369e-01 2.285349497627100845e+01
3.603603603603603434e-01 2.266058250086672743e+01
3.703703703703703498e-01 2.246832630684750853e+01
3.803803803803803563e-01 2.227672882521568098e+01
3.903903903903903627e-01 2.208579248697357045e+01
4.004004004004003692e-01 2.189551972312348127e+01
4.104104104104104311e-01 2.170591296466773912e+01
4.204204204204204376e-01 2.151697464260867321e+01
4.304304304304304440e-01 2.132870718794858789e+01
4.404404404404404505e-01 2.114111303168980527e+01
4.504504504504504570e-01 2.095419460483465457e+01
4.604604604604604634e-01 2.076795433838544369e+01
