0.000000000000000000e+00 1.104484795841276913e-06 -1.983820858099722910e-06 2.912932151236293333e-06 -3.770859175992679843e-06 4.586910868635165558e-06 -5.206305133199011567e-06 5.251288450572459855e-06
1.001001001001000992e-02 2.215503957227070541e-06 -3.979087841681156779e-06 5.842288350111823003e-06 -7.562562648320540403e-06 9.198753351204568408e-06 -1.044050560154070657e-05 1.053039617327872339e-05
2.002002002002001985e-02 3.339542585725367846e-06 -5.997155206563428823e-06 8.804353396083402112e-06 -1.139576981335852267e-05 1.386022952034862205e-05 -1.573023186981519473e-05 1.586487191524914395e-05
3.003003003003002977e-02 4.483073599932418905e-06 -8.049348597645255462e-06 1.181536142845945167e-05 -1.529106526775132025e-05 1.859594127053248568e-05 -2.110299209248505333e-05 2.128213437314692124e-05
4.004004004004003969e-02 5.652593725235881623e-06 -1.014702635944789663e-05 1.489158167302870148e-05 -1.926906525468250806e-05 2.343051526394682990e-05 -2.658630968836319617e-05 2.680960766297559221e-05
5.005005005005004615e-02 6.854658602465740387e-06 -1.230163924902781789e-05 1.804940182845098554e-05 -2.335052104413142985e-05 2.838872414027303735e-05 -3.220785667163362007e-05 3.247485250925320792e-05
6.006006006006005954e-02 8.095917212207985586e-06 -1.452478887877062881e-05 2.130540954095381633e-05 -2.755641979418221600e-05 3.349560462303466005e-05 -3.799558342732047087e-05 3.830569382462868427e-05
7.007007007007007293e-02 9.383145799570292682e-06 -1.682828519578648372e-05 2.467647238634647922e-05 -3.190808340332701014e-05 3.877657311124197217e-05 -4.397784557044742405e-05 4.433034530259857104e-05
8.008008008008007939e-02 1.072328147344465029e-05 -1.922420328588877775e-05 2.817981675162996069e-05 -3.642726582998527106e-05 4.425753930494773886e-05 -5.018352848353225599e-05 5.057753160172349786e-05
9.009009009009008584e-02 1.212345564469510963e-05 -2.172493977326098134e-05 3.183310598428126565e-05 -4.113624932481963387e-05 4.996501837679585346e-05 -5.664217008631984270e-05 5.707660865924147063e-05
1.001001001001000923e-01 1.359102745910308873e-05 -2.434326907172206051e-05 3.565451815537856999e-05 -4.605793999356187979e-05 5.592624216830616645e-05 -6.338408235438736289e-05 6.385768263485468469e-05
1.101101101101101126e-01 1.513361737323297944e-05 -2.709239972982900065e-05 3.966282376288727673e-05 -5.121596308270050669e-05 6.216926985918468833e-05 -7.044047206911233973e-05 7.095172795139113419e-05
1.201201201201201191e-01 1.675914101454889778e-05 -2.998603109975702381e-05 4.387746368344128649e-05 -5.663475835726995944e-05 6.872309853008421007e-05 -7.784356125015966254e-05 7.839070486769846989e-05
1.301301301301301394e-01 1.847584346103870622e-05 -3.303841054883795196e-05 4.831862766464000341e-05 -6.233967591889050665e-05 7.561777401369728356e-05 -8.562670769282028956e-05 8.620767699022808758e-05
1.401401401401401459e-01 2.029233407021060692e-05 -3.626439142269084011e-05 5.300733363506874603e-05 -6.835707279292528886e-05 8.288450240559542604e-05 -9.382452600595835544e-05 9.443692910305023476e-05
1.501501501501501523e-01 2.221762198255208931e-05 -3.967949195993081160e-05 5.796550809577659825e-05 -7.471441059595024172e-05 9.055576258460721272e-05 -1.024730095217385066e-04 1.031140856712612117e-04
1.601601601601601588e-01 2.426115242031977410e-05 -4.329995535038856755e-05 6.321606784466945680e-05 -8.144035457849675154e-05 9.866542007254625133e-05 -1.116096534254963364e-04 1.122762303496824916e-04
1.701701701701701652e-01 2.643284389880125272e-05 -4.714281112151110002e-05 6.878300327405251951e-05 -8.856487432305042964e-05 1.072488425445559609e-04 -1.212735794328460398e-04 1.219620268071903063e-04
1.801801801801801717e-01 2.874312646390816172e-05 -5.122593803106346717e-05 7.469146347127586408e-05 -9.611934636343484671e-05 1.163430172840699888e-04 -1.315056623212323592e-04 1.322118411567848489e-04
1.901901901901901781e-01 3.120298106706663281e-05 -5.556812863831342832e-05 8.096784334296031169e-05 -1.041366589788083230e-04 1.259866708602004495e-04 -1.423486586043999527e-04 1.430678662624003037e-04
2.002002002002001846e-01 3.382398018582847665e-05 -6.018915572049220826e-05 8.763987297452294342e-05 -1.126513194034475140e-04 1.362203912901367600e-04 -1.538473376205497147e-04 1.545742481753401021e-04
2.102102102102102188e-01 3.661832979638749959e-05 -6.510984069640539742e-05 9.473670942856954194e-05 -1.216995636821474689e-04 1.470867529347070623e-04 -1.660486152880983235e-04 1.667772149359281111e-04
2.202202202202202252e-01 3.959891280220766970e-05 -7.035212421454527254e-05 1.022890311780748069e-04 -1.313194693903084898e-04 1.586304443614770213e-04 -1.790016907667996658e-04 1.797252079593433403e-04
2.302302302302302317e-01 4.277933402122229380e-05 -7.593913905887913660e-05 1.103291353630609772e-04 -1.415510714275237947e-04 1.708983993965424255e-04 -1.927581862464237874e-04 1.934690162085498971e-04
2.402402402402402382e-01 4.617396683250338019e-05 -8.189528552158176124e-05 1.188910380526054568e-04 -1.524364810835957462e-04 1.839399315733612999e-04 -2.073722900700510606e-04 2.080619133415924870e-04
2.502502502502502724e-01 4.979800158190148663e-05 -8.824630938830277328e-05 1.280105776874037617e-04 -1.640200085663296033e-04 1.978068721744906660e-04 -2.229009033842518960e-04 2.235597980052145262e-04
2.602602602602602788e-01 5.366749584487900385e-05 -9.501938267804216061e-05 1.377255218716865175e-04 -1.763482891710586257e-04 2.125537120498088275e-04 -2.394037904938302634e-04 2.400213374316341594e-04
2.702702702702702853e-01 5.779942664358163579e-05 -1.022431872763118933e-04 1.480756776769929801e-04 -1.894704132625899885e-04 2.282377473826469039e-04 -2.569437330843505848e-04 2.575081144803118287e-04
2.802802802802802917e-01 6.221174471407873888e-05 -1.099480015969317594e-04 1.591030056140533416e-04 -2.034380602310239844e-04 2.449192295631141413e-04 -2.755866884612129795e-04 2.760847782515476329e-04
2.902902902902902982e-01 6.692343091863151646e-05 -1.181657904045035440e-04 1.708517374227812259e-04 -2.183056365736354564e-04 2.626615193157089503e-04 -2.954019519395281127e-04 2.958191983836916980e-04
3.003003003003003046e-01 7.195455489678254449e-05 -1.269302979262722003e-04 1.833684978240449775e-04 -2.341304182456115210e-04 2.815312452159571439e-04 -3.164623235043454298e-04 3.167826231305137042e-04
3.103103103103103111e-01 7.732633604798892649e-05 -1.362771443786937571e-04 1.967024303704414479e-04 -2.509726974128925953e-04 3.015984667182702405e-04 -3.388442788458801802e-04 3.390498412998459361e-04
3.203203203203203175e-01 8.306120693740732402e-05 -1.462439260305282757e-04 2.109053275266650513e-04 -2.688959337305575604e-04 3.229368418043691716e-04 -3.626281448591469605e-04 3.626993481188592783e-04
3.303303303303303240e-01 8.918287921526309528e-05 -1.568703189206279510e-04 2.260317651031937367e-04 -2.879669102600857997e-04 3.456237993484070534e-04 -3.878982796817780814e-04 3.878135150752079442e-04
3.403403403403403304e-01 9.571641213897717825e-05 -1.681981863447655370e-04 2.421392411598754558e-04 -3.082558941283690640e-04 3.697407162813105982e-04 -4.147432573277470250e-04 4.144787637667485475e-04
3.503503503503503369e-01 1.026882837858563086e-04 -1.802716902218006085e-04 2.592883194885180946e-04 -3.298368020204657373e-04 3.953730996227541893e-04 -4.432560569581356358e-04 4.427857437755078817e-04
3.603603603603603434e-01 1.101264650426473984e-04 -1.931374064451676063e-04 2.775427777757224958e-04 -3.527873705867226269e-04 4.226107734345222865e-04 -4.735342568129131220e-04 4.728295145639948975e-04
