-2.000000000000000000e+00 1.110442562993557269e-03 -2.220882386073186419e-03 3.331316729280860926e-03 -4.441742852912168235e-03 -5.552158016905828046e-03
-1.997997997997998043e+00 2.220882386080480064e-03 -4.441742852933835799e-03 6.662559481447563429e-03 -8.883310353422001898e-03 -1.110397355055219373e-02
-1.995995995995996086e+00 3.331316729360899332e-03 -6.662559481585757573e-03 9.993654281028743064e-03 -1.332452715604979729e-02 -1.665510413880564103e-02
-1.993993993993993907e+00 4.441742852948447375e-03 -8.883310353465382128e-03 1.332452715583848542e-02 -1.776521792916072734e-02 -2.220520736178326765e-02
-1.991991991991991950e+00 5.552158016977031506e-03 -1.110397355065812809e-02 1.665510413861907152e-02 -2.220520736188668492e-02 -2.775394086297489071e-02
-1.989989989989989994e+00 6.662559481607641977e-03 -1.332452715611480258e-02 1.998531126868361568e-02 -2.664432017104742534e-02 -3.330096237036138385e-02
-1.987987987987988037e+00 7.772944507035082704e-03 -1.554494925386786484e-02 2.331507459355846440e-02 -3.108238110807038171e-02 -3.884592971752756640e-02
-1.985985985985986080e+00 8.883310353494648648e-03 -1.776521792924756413e-02 2.664432017062511038e-02 -3.551921496590880467e-02 -4.438850086476815726e-02
-1.983983983983983901e+00 9.993654281268972775e-03 -1.998531126909838807e-02 2.997297406876251943e-02 -3.995464658595895835e-02 -4.992833392018683480e-02
-1.981981981981981944e+00 1.110397355069477413e-02 -2.220520736199534106e-02 3.330096236998881382e-02 -4.438850086497513059e-02 -5.546508716078575596e-02
-1.979979979979979987e+00 1.221426542216962237e-02 -2.442488429846017065e-02 3.662821117110277858e-02 -4.882060276198232907e-02 -6.099841905354456972e-02
-1.977977977977978030e+00 1.332452715615869109e-02 -2.664432017117761634e-02 3.995464658532493080e-02 -5.325077730518659042e-02 -6.652798827648774560e-02
-1.975975975975976073e+00 1.443475601320160472e-02 -2.886349307521183377e-02 4.328019474393864086e-02 -5.767884959888298912e-02 -7.205345373973948142e-02
-1.973973973973973894e+00 1.554494925391907388e-02 -3.108238110822225675e-02 4.660478179793004633e-02 -6.210464483035964267e-02 -7.757447460656298477e-02
-1.971971971971971938e+00 1.665510413901959141e-02 -3.330096237067971254e-02 4.992833391962782363e-02 -6.652798827679878846e-02 -8.309071031438461374e-02
-1.969969969969969981e+00 1.776521792930623941e-02 -3.551921496608263784e-02 5.325077730434281398e-02 -7.094870531217475906e-02 -8.860182059580164193e-02
-1.967967967967968024e+00 1.887528788568358998e-02 -3.773711700117342999e-02 5.657203817200737866e-02 -7.536662141414846028e-02 -9.410746549957224594e-02
-1.965965965965966067e+00 1.998531126916446715e-02 -3.995464658615460740e-02 5.989204276881379685e-02 -7.978156217095724867e-02 -9.960730541158531459e-02
-1.963963963963963888e+00 2.109528534087632204e-02 -4.217178183490404714e-02 6.321071736885099102e-02 -8.419335328829888332e-02 -1.051010010758075819e-01
-1.961961961961961931e+00 2.220520736206855680e-02 -4.438850086519206123e-02 6.652798827574331331e-02 -8.860182059621453388e-02 -1.105882136152132184e-01
-1.959959959959959974e+00 2.331507459411905764e-02 -4.660478179889707140e-02 6.984378182428656323e-02 -9.300679005596398929e-02 -1.160686045526864718e-01
-1.957957957957958017e+00 2.442488429854066181e-02 -4.882060276222079803e-02 7.315802438208283964e-02 -9.740808776689509341e-02 -1.215418358318988978e-01
-1.955955955955956060e+00 2.553463373698824229e-02 -5.103594188590487163e-02 7.647064235117674580e-02 -1.018055399733103911e-01 -1.270075698381638585e-01
-1.953953953953953881e+00 2.664432017126548008e-02 -5.325077730544674343e-02 7.978156216968974868e-02 -1.061989730713269325e-01 -1.324654694192625715e-01
-1.951951951951951925e+00 2.775394086333144578e-02 -5.546508716131502009e-02 8.309071031345310887e-02 -1.105882136157288059e-01 -1.379151979062399336e-01
-1.949949949949949968e+00 2.886349307530714989e-02 -5.767884959916494414e-02 8.639801329764024151e-02 -1.149730883268139936e-01 -1.433564191341712979e-01
-1.947947947947948011e+00 2.997297406948284948e-02 -5.989204277005509558e-02 8.970339767839997924e-02 -1.193534240972372318e-01 -1.487887974629010512e-01
-1.945945945945946054e+00 3.108238110832454298e-02 -6.210464483066245600e-02 9.300679005448679593e-02 -1.237290479988428643e-01 -1.542119977977454148e-01
-1.943943943943943875e+00 3.219171145448077725e-02 -6.431663394349820817e-02 9.630811706889097490e-02 -1.280997872894919787e-01 -1.596256856101627430e-01
-1.941941941941941918e+00 3.330096237078910421e-02 -6.652798827712268215e-02 9.960730541046675102e-02 -1.324654694198809934e-01 -1.650295269583876567e-01
-1.939939939939939961e+00 3.441013112028311338e-02 -6.873868600636122428e-02 1.029042818155610911e-01 -1.368259220403544307e-01 -1.704231885080311482e-01
-1.937937937937938004e+00 3.551921496619919738e-02 -7.094870531251983026e-02 1.061989730696406425e-01 -1.411809730077092373e-01 -1.758063375526426053e-01
-1.935935935935936048e+00 3.662821117198317850e-02 -7.315802438360008431e-02 1.094913060089172663e-01 -1.455304503919901127e-01 -1.811786420342318682e-01
-1.933933933933933869e+00 3.773711700129740720e-02 -7.536662141451516694e-02 1.127812075219737226e-01 -1.498741824832784120e-01 -1.865397705637538428e-01
-1.931931931931931912e+00 3.884592971802705574e-02 -7.757447460730419742e-02 1.160686045513859288e-01 -1.542119977984690860e-01 -1.918893924415480956e-01
-1.929929929929929955e+00 3.995464658628659904e-02 -7.978156217134675654e-02 1.193534240953444542e-01 -1.585437250880395443e-01 -1.972271776777363150e-01
-1.927927927927927998e+00 4.106326487042771117e-02 -8.198786232358031001e-02 1.226355932092790535e-01 -1.628691933428148830e-01 -2.025527970125836352e-01
