-2.000000000000000000e+00 1.618217798720934306e-06 -2.328444689057018261e-05 -1.317595536875633758e-03
-1.997997997997998043e+00 3.236658218669769830e-06 -4.657061415988851674e-05 -2.635187413350710637e-03
-1.995995995995996086e+00 4.855543911700826670e-06 -6.986022231381385449e-05 -3.952771969034843576e-03
-1.993993993993993907e+00 6.475097590925464808e-06 -9.315499211243595621e-05 -5.270345543557981675e-03
-1.991991991991991950e+00 8.095542061351149196e-06 -1.164566446972142719e-04 -6.587904476580585221e-03
-1.989989989989989994e+00 9.717100250533144089e-06 -1.397669017181451558e-04 -7.905445107803782054e-03
-1.987987987987988037e+00 1.133999523924307140e-05 -1.630874854609663674e-04 -9.222963776979552566e-03
-1.985985985985986080e+00 1.296445029215854744e-05 -1.864201189744089048e-04 -1.054045682392088477e-02
-1.983983983983983901e+00 1.459068888857811888e-05 -2.097665261975048773e-04 -1.185792058851194847e-02
-1.981981981981981944e+00 1.621893475316571947e-05 -2.331284320869611625e-04 -1.317535141071826503e-02
-1.979979979979979987e+00 1.784941188672890136e-05 -2.565075627446086726e-04 -1.449274563059686945e-02
-1.977977977977978030e+00 1.948234459703502704e-05 -2.799056455449357010e-04 -1.581009958830647405e-02
-1.975975975975976073e+00 2.111795752966971811e-05 -3.033244092627158375e-04 -1.712740962411765655e-02
-1.973973973973973894e+00 2.275647569894174847e-05 -3.267655842007383691e-04 -1.844467207842301337e-02
-1.971971971971971938e+00 2.439812451883871045e-05 -3.502309023176530898e-04 -1.976188329174731820e-02
-1.969969969969969981e+00 2.604312983403758895e-05 -3.737220973559361899e-04 -2.107903960475770305e-02
-1.967967967967968024e+00 2.769171795097468550e-05 -3.972409049699882001e-04 -2.239613735827380644e-02
-1.965965965965966067e+00 2.934411566897897152e-05 -4.207890628543736419e-04 -2.371317289327797700e-02
-1.963963963963963888e+00 3.100055031147333978e-05 -4.443683108722113265e-04 -2.503014255092537652e-02
-1.961961961961961931e+00 3.266124975724786039e-05 -4.679803911837243581e-04 -2.634704267255421478e-02
-1.959959959959959974e+00 3.432644247180951375e-05 -4.916270483749597599e-04 -2.766386959969584919e-02
-1.957957957957958017e+00 3.599635753881263550e-05 -5.153100295866890534e-04 -2.898061967408499875e-02
-1.955955955955956060e+00 3.767122469157431220e-05 -5.390310846434949411e-04 -3.029728923766986798e-02
-1.953953953953953881e+00 3.935127434467930154e-05 -5.627919661830586753e-04 -3.161387463262235048e-02
-1.951951951951951925e+00 4.103673762567853274e-05 -5.865944297856532080e-04 -3.293037220134815285e-02
-1.949949949949949968e+00 4.272784640688580867e-05 -6.104402341038564885e-04 -3.424677828649697747e-02
-1.947947947947948011e+00 4.442483333727685651e-05 -6.343311409924882148e-04 -3.556308923097266372e-02
-1.945945945945946054e+00 4.612793187449532148e-05 -6.582689156387856516e-04 -3.687930137794337426e-02
-1.943943943943943875e+00 4.783737631696992522e-05 -6.822553266928255622e-04 -3.819541107085175358e-02
-1.941941941941941918e+00 4.955340183614737618e-05 -7.062921463982014701e-04 -3.951141465342503101e-02
-1.939939939939939961e+00 5.127624450884533518e-05 -7.303811507229653575e-04 -4.082730846968524174e-02
-1.937937937937938004e+00 5.300614134972992866e-05 -7.545241194908467027e-04 -4.214308886395937148e-02
-1.935935935935936048e+00 5.474333034392229552e-05 -7.787228365127551446e-04 -4.345875218088950803e-02
-1.933933933933933869e+00 5.648805047973863314e-05 -8.029790897185778336e-04 -4.477429476544296516e-02
-1.931931931931931912e+00 5.824054178156832335e-05 -8.272946712892804673e-04 -4.608971296292247583e-02
-1.929929929929929955e+00 6.000104534289444122e-05 -8.516713777893249139e-04 -4.740500311897632990e-02
-1.927927927927927998e+00 6.176980335946151207e-05 -8.761110102994067823e-04 -4.872016157960853966e-02
-1.925925925925926041e+00 6.354705916259479248e-05 -9.006153745495301807e-04 -5.003518469118894973e-02
-1.923923923923923862e+00 6.533305725267580524e-05 -9.251862810524249733e-04 -5.135006880046346506e-02
-1.921921921921921905e+00 6.712804333277875624e-05 -9.498255452373155364e-04 -5.266481025456410531e-02
-1.919919919919919948e+00 6.893226434247227876e-05 -9.745349875840561907e-04 -5.397940540101920509e-02
-1.917917917917917991e+00 7.074596849179145836e-05 -9.993164337576362390e-04 -5.529385058776359330e-02
-1.915915915915916035e+00 7.256940529538453641e-05 -1.024171714743071305e-03 -5.660814216314864755e-02
-1.913913913913913856e+00 7.440282560683898121e-05 -1.049102666980684983e-03 -5.792227647595252216e-02
-1.911911911911911899e+00 7.624648165319209043e-05 -1.074111132501795332e-03 -5.923624987539027886e-02
-1.909909909909909942e+00 7.810062706963017689e-05 -1.099198959064814343e-03 -6.055005871112396909e-02
-1.907907907907907985e+00 7.996551693438165033e-05 -1.124368000291769368e-03 -6.186369933327284798e-02
-1.905905905905905806e+00 8.184140780380865735e-05 -1.149620115805259765e-03 -6.317716809242344966e-02
-1.903903903903903849e+00 8.372855774770200914e-05 -1.174957171365854361e-03 -6.449046133963980132e-02
-1.901901901901901892e+00 8.562722638478424903e-05 -1.200381039009943860e-03 -6.580357542647348457e-02
-1.899899899899899935e+00 8.753767491842596895e-05 -1.225893597188057720e-03 -6.711650670497384952e-02
-1.897897897897897979e+00 8.946016617257998289e-05 -1.251496730903654169e-03 -6.842925152769806230e-02
-1.895895895895895800e+00 9.139496462793857481e-05 -1.277192331852392915e-03 -6.974180624772124970e-02
-1.893893893893893843e+00 9.334233645831851046e-05 -1.302982298561904855e-03 -7.105416721864676877e-02
-1.891891891891891886e+00 9.530254956727915254e-05 -1.328868536532065497e-03 -7.236633079461614326e-02
-1.889889889889889929e+00 9.727587362497835510e-05 -1.354852958375781652e-03 -7.367829333031930550e-02
-1.887887887887887972e+00 9.926258010527158496e-05 -1.380937483960308727e-03 -7.499005118100468548e-02
-1.885885885885885793e+00 1.012629423230590003e-04 -1.407124040549097548e-03 -7.630160070248932780e-02
-1.883883883883883836e+00 1.032772354718859481e-04 -1.433414562944191955e-03 -7.761293825116906409e-02
-1.881881881881881879e+00 1.053057366618018805e-04 -1.459810993629183460e-03 -7.892406018402864376e-02
-1.879879879879879923e+00 1.073487249574827876e-04 -1.486315282912729907e-03 -8.023496285865171218e-02
-1.877877877877877966e+00 1.094064814166226604e-04 -1.512929389072657218e-03 -8.154564263323110795e-02
-1.875875875875875787e+00 1.114792891285992712e-04 -1.539655278500644655e-03 -8.285609586657892434e-02
-1.873873873873873830e+00 1.135674332534191219e-04 -1.566494925847515063e-03 -8.416631891813657063e-02
-1.871871871871871873e+00 1.156712010609475518e-04 -1.593450314169129675e-03 -8.547630814798490295e-02
-1.869869869869869916e+00 1.177908819704289091e-04 -1.620523435072909789e-03 -8.678605991685439669e-02
-1.867867867867867959e+00 1.199267675903025615e-04 -1.647716288864985775e-03 -8.809557058613519398e-02
-1.865865865865865780e+00 1.220791517583199757e-04 -1.675030884697989225e-03 -8.940483651788720676e-02
-1.863863863863863823e+00 1.242483305819685991e-04 -1.702469240719502999e-03 -9.071385407485035857e-02
-1.861861861861861867e+00 1.264346024792076392e-04 -1.730033384221168731e-03 -9.202261962045442389e-02
-1.859859859859859910e+00 1.286382682195223953e-04 -1.757725351788477384e-03 -9.333112951882942265e-02
-1.857857857857857953e+00 1.308596309653013712e-04 -1.785547189451240895e-03 -9.463938013481550116e-02
-1.855855855855855774e+00 1.330989963135429841e-04 -1.813500952834764656e-03 -9.594736783397314617e-02
-1.853853853853853817e+00 1.353566723378971310e-04 -1.841588707311727973e-03 -9.725508898259324631e-02
-1.851851851851851860e+00 1.376329696310473556e-04 -1.869812528154784223e-03 -9.856253994770723670e-02
-1.849849849849849903e+00 1.399282013474398257e-04 -1.898174500689893711e-03 -9.986971709709703549e-02
-1.847847847847847724e+00 1.422426832463643772e-04 -1.926676720450398120e-03 -1.011766167993053550e-01
-1.845845845845845767e+00 1.445767337353943754e-04 -1.955321293331850011e-03 -1.024832354236456522e-01
-1.843843843843843811e+00 1.469306739141902716e-04 -1.984110335747607968e-03 -1.037895693402122316e-01
-1.841841841841841854e+00 1.493048276186742008e-04 -2.013045974785207179e-03 -1.050956149198903483e-01
-1.839839839839839897e+00 1.516995214655805270e-04 -2.042130348363520396e-03 -1.064013685343662696e-01
-1.837837837837837718e+00 1.541150848973891921e-04 -2.071365605390720552e-03 -1.077068265561373500e-01
-1.835835835835835761e+00 1.565518502276476442e-04 -2.100753905923051328e-03 -1.090119853585222176e-01
-1.833833833833833804e+00 1.590101526866879024e-04 -2.130297421324423880e-03 -1.103168413156706829e-01
-1.831831831831831847e+00 1.614903304677447766e-04 -2.159998334426849707e-03 -1.116213908025738971e-01
-1.829829829829829890e+00 1.639927247734817206e-04 -2.189858839691720058e-03 -1.129256301950744140e-01
