-5.000000000000000000e+00 1.249999999999999645e+01
-4.994994994994994997e+00 1.247498750001252077e+01
-4.989989989989989994e+00 1.245000005010014554e+01
-4.984984984984984990e+00 1.242503765026287077e+01
-4.979979979979979987e+00 1.240010030050069645e+01
-4.974974974974974984e+00 1.237518800081362258e+01
-4.969969969969969981e+00 1.235030075120164739e+01
-4.964964964964964977e+00 1.232543855166477442e+01
-4.959959959959959974e+00 1.230060140220300013e+01
-4.954954954954954971e+00 1.227578930281632630e+01
-4.949949949949949968e+00 1.225100225350475114e+01
-4.944944944944944965e+00 1.222624025426827821e+01
-4.939939939939939961e+00 1.220150330510690395e+01
-4.934934934934934958e+00 1.217679140602063015e+01
-4.929929929929929955e+00 1.215210455700945680e+01
-4.924924924924924952e+00 1.212744275807338390e+01
-4.919919919919919948e+00 1.210280600921241145e+01
-4.914914914914914945e+00 1.207819431042653768e+01
-4.909909909909909942e+00 1.205360766171576614e+01
-4.904904904904904939e+00 1.202904606308009328e+01
-4.899899899899899935e+00 1.200450951451952086e+01
-4.894894894894894932e+00 1.197999801603404713e+01
-4.889889889889889929e+00 1.195551156762367562e+01
-4.884884884884884926e+00 1.193105016928840278e+01
-4.879879879879879923e+00 1.190661382102823218e+01
-4.874874874874874919e+00 1.188220252284316025e+01
-4.869869869869869916e+00 1.185781627473318700e+01
-4.864864864864864913e+00 1.183345507669831598e+01
-4.859859859859859910e+00 1.180911892873854363e+01
-4.854854854854854906e+00 1.178480783085387351e+01
-4.849849849849849903e+00 1.176052178304430207e+01
-4.844844844844844900e+00 1.173626078530983108e+01
-4.839839839839839897e+00 1.171202483765045876e+01
-4.834834834834834894e+00 1.168781394006618868e+01
-4.829829829829829890e+00 1.166362809255701727e+01
-4.824824824824824887e+00 1.163946729512294631e+01
-4.819819819819819884e+00 1.161533154776397581e+01
-4.814814814814814881e+00 1.159122085048010575e+01
-4.809809809809809877e+00 1.156713520327133615e+01
-4.804804804804804874e+00 1.154307460613766523e+01
-4.799799799799799871e+00 1.151903905907909476e+01
