-5.000000000000000000e+00 1.186201877839944300e-12 -1.162433200086850001e-11 7.967309592589505862e-11 4.408485735003797037e-10 2.087821399962594856e-09
-4.994994994994994997e+00 2.375312829127763652e-12 -2.327600765515873466e-11 1.595256258998686099e-10 8.826458443938129368e-10 4.179926659756029354e-09
-4.989989989989989994e+00 3.570237167207607973e-12 -3.498231838139656485e-11 2.397366292529597185e-10 1.326338131796759681e-09 6.280587497965160664e-09
-4.984984984984984990e+00 4.773881513052670059e-12 -4.677056705154146381e-11 3.204851505323954157e-10 1.772871395931459974e-09 8.394072181141531516e-09
-4.979979979979979987e+00 5.989161810653255199e-12 -5.866813116135623803e-11 4.019506358729102364e-10 2.223193237853096572e-09 1.052465412072260699e-08
-4.974974974974974984e+00 7.219010307212590168e-12 -7.070252563123032956e-11 4.843133266997583246e-10 2.678254883841536940e-09 1.267662039542541466e-08
-4.969969969969969981e+00 8.466382515007558803e-12 -8.290146538311956240e-11 5.677546516392054797e-10 3.139013158684916326e-09 1.485428021647375207e-08
-4.964964964964964977e+00 9.734264171519241906e-12 -9.529292783687512191e-11 6.524576174965782892e-10 3.606432451999615121e-09 1.706197335264831282e-08
-4.959959959959959974e+00 1.102567821422760923e-11 -1.079052154671910567e-10 7.386072001482495148e-10 4.081486681657857958e-09 1.930407853181678316e-08
-4.954954954954954971e+00 1.234369178629349094e-11 -1.207670185606852086e-10 8.263907361821354391e-10 4.565161258329611127e-09 2.158502183530281922e-08
-4.949949949949949968e+00 1.369142328922025589e-11 -1.339074783112495928e-10 9.159983161114300438e-10 5.058455055090005439e-09 2.390928510119130133e-08
-4.944944944944944965e+00 1.507204949849453441e-11 -1.473562503907394829e-10 1.007623179978248232e-09 5.562382385996340032e-09 2.628141435243765274e-08
-4.939939939939939961e+00 1.648881275814994629e-11 -1.611435691313165871e-10 1.101462116157582245e-09 6.077974997499853416e-09 2.870602826545260635e-08
-4.934934934934934958e+00 1.794502827017864546e-11 -1.753003124553037101e-10 1.197715864167422407e-09 6.606284076526345634e-09 3.118782669466720341e-08
-4.929929929929929955e+00 1.944409149473347620e-11 -1.898580676882592021e-10 1.296589522288094793e-09 7.148382279036848579e-09 3.373159926844876408e-08
-4.924924924924924952e+00 2.098948567711598413e-11 -2.048491983911109086e-10 1.398292960792674039e-09 7.705365782863832928e-09 3.634223407163234940e-08
-4.919919919919919948e+00 2.258478951763320304e-11 -2.203069123476071823e-10 1.503041241590754091e-09 8.278356368610197296e-09 3.902472642985437025e-08
-4.914914914914914945e+00 2.423368500052824635e-11 -2.362653308440444287e-10 1.611055045089894442e-09 8.868503532397290121e-09 4.178418781082588421e-08
-4.909909909909909942e+00 2.593996539834610967e-11 -2.527595593792053635e-10 1.722561105082631162e-09 9.476986634254176291e-09 4.462585485766003949e-08
-4.904904904904904939e+00 2.770754346828866534e-11 -2.698257599437180321e-10 1.837792652472232061e-09 1.010501708595423065e-08 4.755509856937630432e-08
-4.899899899899899935e+00 2.954045985733340954e-11 -2.875012250095346705e-10 1.956989868656784749e-09 1.075384058212357845e-08 5.057743364372807865e-08
-4.894894894894894932e+00 3.144289173315152053e-11 -3.058244533720535243e-10 2.080400349399565806e-09 1.142473937847358016e-08 5.369852799756051703e-08
-4.889889889889889929e+00 3.341916165815255488e-11 -3.248352279894765027e-10 2.208279580023320227e-09 1.211903462104284312e-08 5.692421247998714987e-08
-4.884884884884884926e+00 3.547374672430689869e-11 -3.445746959663064025e-10 2.340891422777089218e-09 1.283808873037322244e-08 6.026049079377526329e-08
-4.879879879879879923e+00 3.761128796675700082e-11 -3.650854508305053357e-10 2.478508617236911948e-09 1.358330784459100109e-08 6.371354964046146620e-08
-4.874874874874874919e+00 3.983660007462274521e-11 -3.864116172567084297e-10 2.621413294615866261e-09 1.435614432541726438e-08 6.728976910487376790e-08
-4.869869869869869916e+00 4.215468141783440081e-11 -4.085989383910356862e-10 2.769897506874487293e-09 1.515809933119083952e-08 7.099573329491344004e-08
-4.864864864864864913e+00 4.457072440928541808e-11 -4.316948659364252136e-10 2.924263771539453879e-09 1.599072546105137457e-08 7.483824125264634252e-08
-4.859859859859859910e+00 4.709012622209907764e-11 -4.557486531611348036e-10 3.084825633157174028e-09 1.685562947450362491e-08 7.882431815298261438e-08
-4.854854854854854906e+00 4.971849988233234682e-11 -4.808114509969921733e-10 3.251908242328712992e-09 1.775447509066084859e-08 8.296122680646663039e-08
-4.849849849849849903e+00 5.246168575801161053e-11 -5.069364073982330874e-10 3.425848953294120013e-09 1.868898587155084992e-08 8.725647948297157018e-08
-4.844844844844844900e+00 5.532576346599738860e-11 -5.341787701362652991e-10 3.606997941057034644e-09 1.966094819395805760e-08 9.171785007338218285e-08
-4.839839839839839897e+00 5.831706421881893117e-11 -5.625959932105111149e-10 3.795718839064999291e-09 2.067221431437282090e-08 9.635338660666635784e-08
-4.834834834834834894e+00 6.144218363430010744e-11 -5.922478470605799176e-10 3.992389398486957949e-09 2.172470553172290728e-08 1.011714241400747675e-07
-4.829829829829829890e+00 6.470799503151400582e-11 -6.231965327703872370e-10 4.197402170156812714e-09 2.282041545267146527e-08 1.061805980405643025e-07
-4.824824824824824887e+00 6.812166323736488260e-11 -6.555068004605475476e-10 4.411165210281181171e-09 2.396141336438338429e-08 1.113898576759295698e-07
-4.819819819819819884e+00 7.169065892889528234e-11 -6.892460720713719661e-10 4.634102811040295280e-09 2.514984771978547499e-08 1.168084805345344386e-07
-4.814814814814814881e+00 7.542277353724791525e-11 -7.244845687450231365e-10 4.866656257242764770e-09 2.638794974047295803e-08 1.224460867929512743e-07
-4.809809809809809877e+00 7.932613474010368758e-11 -7.612954430220994065e-10 5.109284610229523617e-09 2.767803714255492700e-08 1.283126543512854556e-07
-4.804804804804804874e+00 8.340922257033740318e-11 -7.997549160748048106e-10 5.362465520257552910e-09 2.902251799087275984e-08 1.344185343564292253e-07
-4.799799799799799871e+00 8.768088616960292420e-11 -8.399424202061526643e-10 5.626696068631364419e-09 3.042389468717619201e-08 1.407744672339885772e-07
-4.794794794794794868e+00 9.215036121657060046e-11 -8.819407468522085238e-10 5.902493640888945399e-09 3.188476809799731417e-08 1.473915992501442365e-07
-4.789789789789789864e+00 9.682728806061180312e-11 -9.258362003324461716e-10 6.190396832390339166e-09 3.340784182813062887e-08 1.542814996252684857e-07
-4.784784784784784861e+00 1.017217305928278361e-10 -9.717187576015123571e-10 6.490966387699124561e-09 3.499592664579583976e-08 1.614561782216783397e-07
-4.779779779779779858e+00 1.068441958874787198e-10 -1.019682234264378632e-09 6.804786175191378628e-09 3.665194506573876495e-08 1.689281038284980056e-07
