1.208155781208932522e+00 6.916674977349239306e+00
-1.208155781208955171e+00 6.916674977349877018e+00
9.918487145413941875e-04 6.317969069480722233e+00
-9.918487145698299916e-04 6.317969072075063863e+00
1.001213896675510735e-06 5.712153502521661430e+00
-1.001213877339080297e-06 5.712154795719385447e+00
1.106879563827067438e-09 5.182210176615166475e+00
-1.106795109122706797e-09 5.182382343673607394e+00
4.645150919463377946e-11 4.730116450055370514e+00
-4.648648538532852319e-11 4.737979808965655515e+00
6.796186647190152862e-14 4.281583078257638952e+00
3.776291157936620177e-13 4.415599270918362684e+00
-4.208517254326956518e-14 3.710297483627996940e+00
1.478668224493254873e-14 4.326287196173477234e+00
9.838830878358966041e-14 4.038090903302082424e+00
-4.066337617356451217e-14 4.454522159233424539e+00
