-2.000000000000000000e+01 6.806043397516649349e-49 1.484000658130878566e-46 -4.172992765514502595e-46 -2.172709336029493830e-49 -3.141088249423477735e-46 1.432543993971708804e-45 -1.108014402386413066e-45 1.527959210942057591e-46 2.872004881456696372e-47 1.920551576234439701e-44 2.581587081180327106e-46 -4.028801186459391808e-47 -6.674735860308936545e-48 -2.744856397766195636e-47 2.723593339586138820e-46 -6.640856154175907656e-49
-1.997997997997997999e+01 1.305647954522787741e-48 2.950510331739199051e-46 -7.662611370601392439e-46 -3.929487797669462654e-49 -5.521708733428366161e-46 2.695034515481480360e-45 -2.218853743853810619e-45 3.750845584855551667e-46 5.565719592720385786e-47 3.579372573422207503e-44 4.830066703686551523e-46 -1.109658437818158972e-46 -1.253176592001478187e-47 -5.845678935170835996e-47 5.364823748897190880e-46 -1.704734301110805457e-48
-1.995995995995995997e+01 1.836950184451623188e-48 4.324531176143323811e-46 -9.615606370759031240e-46 -4.921647270268854630e-49 -6.522152214983701015e-46 3.690958804709614282e-45 -3.256728506079819955e-45 7.178497231181667153e-46 8.114587444153819310e-47 4.797869321101283294e-44 6.528059932082959298e-46 -2.242702842280438301e-46 -1.780927445607879009e-47 -9.252320433195953995e-47 7.856774705419980245e-46 -3.354795522460292651e-48
-1.993993993993993996e+01 2.275809869497929394e-48 5.593973146987608194e-46 -1.026260291980342563e-45 -5.192900996925594551e-49 -5.904066435731050940e-46 4.385639949059615954e-45 -4.077651764258973413e-45 1.196813327078947256e-45 1.058895777120769383e-46 5.488409644584680499e-44 7.594795698847952454e-46 -3.759659727504459837e-46 -2.352988459516084275e-47 -1.252999761925355923e-46 1.010613829742149253e-45 -5.633885486263465839e-48
-1.991991991991991995e+01 2.634925473236563038e-48 6.831548641386122311e-46 -1.043311638960762840e-45 -5.051490276547785976e-49 -3.884122728596401153e-46 4.768793113090421025e-45 -4.624957081078906295e-45 1.755606698769633422e-45 1.279629704185369234e-46 5.609787050970108780e-44 7.996511615982287524e-46 -5.647096181830079165e-46 -3.054716687874343786e-47 -1.516299851595351252e-46 1.204163934886806999e-45 -8.435207887683129801e-48
-1.989989989989989994e+01 2.912455213431428855e-48 8.060212380667100178e-46 -1.123815990418311104e-45 -4.896129531795277101e-49 -9.993428833713609629e-47 4.892853958602757684e-45 -4.953671620451510215e-45 2.366246045847139259e-45 1.448880420691939958e-46 5.166071481114040090e-44 7.716812639986229655e-46 -7.787058907935735864e-46 -3.927746894395886845e-47 -1.685306389439732755e-46 1.363356851465143098e-45 -1.154366588139313963e-47
-1.987987987987987992e+01 3.096161707478430369e-48 9.102586844235239554e-46 -1.358839845806477430e-45 -4.998072315093183132e-49 2.237291273121651504e-46 4.881725289853558052e-45 -5.152302553109324321e-45 3.005599387788552467e-45 1.559958638100289880e-46 4.202340410314145689e-44 6.792929411364994007e-46 -9.900325208739032160e-46 -4.894426067593838924e-47 -1.754200047017953744e-46 1.484496160716696511e-45 -1.477863140373835762e-47
-1.985985985985985991e+01 3.182884369964508891e-48 9.715348413308815618e-46 -1.817221564983471937e-45 -5.555584650834104401e-49 5.511640677735264268e-46 4.892521868186375089e-45 -5.208466936561367958e-45 3.642496772921281187e-45 1.607170530237696130e-46 2.814811418567173095e-44 5.172921923352035143e-46 -1.172663905064944714e-45 -5.848319661124440622e-47 -1.733353980483482154e-46 1.563270287973471613e-45 -1.780645813249766774e-47
-1.983983983983983990e+01 3.165621290140178758e-48 9.728383930579655357e-46 -2.522570161572969368e-45 -6.638741470147319457e-49 8.400697735452306261e-46 5.028944344218871029e-45 -5.060340510427495372e-45 4.247138854143058261e-45 1.593032397263728592e-46 1.173310041153833874e-44 2.929444143058610637e-46 -1.313449197791536436e-45 -6.636904043139285162e-47 -1.652289619136034341e-46 1.599139887204018315e-45 -2.026211145070161199e-47
-1.981981981981981988e+01 3.044376585360212312e-48 9.138176231342728867e-46 -3.519120479718274078e-45 -8.305023082570827487e-49 1.064639230514508276e-45 5.339308396397585100e-45 -4.668191864273869107e-45 4.780149545283712725e-45 1.518922775788047330e-46 -4.858153883746769012e-45 2.872247461715318702e-47 -1.407151867441112030e-45 -7.157940264781663280e-47 -1.537133541436919338e-46 1.594174703419038447e-45 -2.202234045443048821e-47
